PATIENT_ID	ESR1	PGR	ERBB2	MKI67	TP53	BRCA1	BRCA2	PIK3CA	PTEN	AKT1
MB-1499	-1.9077818	-1.5590401	-1.5155097	-0.56874967	-0.6676345	0.5715863	0.6231066	1.31928	1.1685073	-1.7183392
MB-1500	2.047978	0.8191558	2.917311	8.752886	2.1871235	-0.73187625	0.4660958	1.0738126	1.2333134	-0.8048457
MB-1501	4.000847	-0.51244724	-1.3591895	1.574587	1.1627135	-1.8219854	1.1963291	-0.81871074	0.66128224	-0.21535783
MB-1502	1.2281595		-0.76045394	2.3645499		-1.0770551		-0.5627871	-0.610877	-0.6600524
MB-1503	1.1898901	-0.6993041	2.2064714	2.098419	0.7145579	-0.18325529	-0.0029163882	-1.1562959	-1.5620512	0.030837053
MB-1504	0.064596176	0.17284673	-1.5508212	-0.32199344		-0.10849861	-1.452277	-0.16589001	0.44049004	-3.156463
MB-1505	-0.96687967	-0.43296906	4.105102		1.3195258	0.85177004		0.2525154	0.0914452	0.91839045
MB-1506	3.1786122	-0.20978183	0.19681144	0.051997446	1.051728	-1.223675	1.3298765	-0.5418369	0.7647025	-1.625753
MB-1507	-2.948347	0.11054823	-0.99945885	-0.7794763	-0.1647963	-0.3011255	0.30540118	-1.6863083		0.9200782
MB-1508		-0.6124378		-1.3054271	0.6364766	1.4248282	-0.20495586	-0.8246505	1.6924628	1.0368735
MB-1509	2.7491999	-0.39566997	-0.5946553		-1.2612063	0.2314483	-0.8425273	0.95037806	-1.2164464	0.5450444
MB-1510	2.238206			1.3141291	-0.003723517	1.1419325	-0.18088785		0.42785022	-0.44877467
MB-1511		-0.9505706	-1.3125224	1.2612506	1.7412393	0.6593657	0.434061	-0.10907066	-0.11786986	-0.48287523
MB-1512	0.93059695	0.28010973	1.1163821	0.17806898	0.31807402	0.6123886	-0.5326447	0.9268273		-0.4402624
MB-1513	2.2036462	1.6527541	-0.6787088	-0.017769318	0.18377483	0.048171356	0.5253617	0.69596565	-1.6439072	-1.0977485
MB-1514	0.8409047	-0.52479285	-1.1993716	1.0057318	-0.6199282	-0.6838859	0.022519372	0.026970932	1.1558732	-0.19178969
MB-1515	0.3498218	0.3141578	-0.05035171	-1.2769281	0.5605645	0.5849771	4.127596		-0.84467226	1.1436371
MB-1516	2.8886526	-1.5411823	-0.91470206	-2.5179598		1.218478	1.0878145	1.5747226	0.61190236	1.0143474
MB-1517	1.6388223	-0.42887294	0.6600114	0.9491196	-0.2725567	-1.4575108	-2.518892	-3.129431	1.187332	-0.41971782
MB-1518	2.520107	-1.3325032	-0.37471235	0.20487729	0.84213936	0.51828	-0.55712754	0.9914155	0.34772152	-0.94154006
MB-1519	1.9962592	0.75319535	-0.12741968	-0.7493289	-2.5758824	-1.76053	-1.411318	-1.2853332		0.33710444
MB-1520	-2.4294596	-0.37506098	0.07873583	-0.4887925	-0.5019274	-1.7900113	2.3896818		0.55032724	-0.108247794
MB-1521	2.5042918	0.19465178	-0.19726169	0.36184737	0.6564628	0.8140875	1.5898156	-0.333261		-0.710335
MB-1522	0.74372375	0.53099513	-0.8611622	-0.6884935	0.49178812	-8.204096	-0.33022207		-1.7688607	-1.3776212
MB-1523		0.7165739	0.9371227	0.008929473	-0.073744856	-0.8179555		1.867774	0.037557792	1.40176
MB-1524	2.4859145	-0.23448348	-1.111634	-1.0383914		-0.28985202	0.211212	1.351349	-1.4054216	-0.25184676
MB-1525	-3.1422496	0.70708674	3.0708506		0.6098955	-0.4312869	-1.1426989	0.014244663	1.1836197	1.7502372
MB-1526	-1.7403395	-0.84660447	0.015514076	-2.1001334	-2.5439076	0.5475709	-0.4442916	-0.5621213	0.5244378	0.07355907
MB-1527	2.308944	-0.3392772	4.0995016	0.99201596	-0.7138747	0.5566069	0.08208345		-0.64769655	0.06931864
MB-1528	2.8676069	-2.0051427	0.5550833	-0.1571418	-0.042230982	-1.0513499	-0.80890375	-1.6796731	-1.2932513	-0.171399
MB-1529	1.1403738	2.0805337	-0.5332544	1.0211905	0.66914755	-1.5659641	-0.4288536	0.3403315	0.3841484	0.36279213
MB-1530	-0.13879657	0.3086693		1.0458051	-0.6896854		0.39392346	-1.9787328	-0.3710537	-1.1336435
MB-1531	1.0430313	0.9234062	-1.6900678	1.0738531	0.3316779	-0.9590996	0.1351104	0.26832294	0.46048233	-0.32237518
MB-1532	3.3690593	1.2503629		0.31871143	-0.60454524	0.054954894	-0.89724326			0.052328657
MB-1533	1.846561	-0.036139447	0.66125166	-0.1733637	0.6172649	-0.20794666	-0.017272646	-0.87211245		-1.8728039
MB-1534	3.4329526	-0.61730325	-1.1553758	1.1467729	0.40640455	-0.2062644	2.2432432	-0.14143586	0.41128474	0.83192945
MB-1535	3.3954308	1.6711724	-1.6181474	0.17031737		-2.3180623		-0.71721387	-0.8027601	0.95335555
MB-1536	-2.440683	2.4269145	-0.53745127	0.6428737	0.8028829	0.2549092	-1.1924417	0.93555063	0.53876233	-0.05882852
MB-1537	33.23691	-0.5341229	0.094428	-1.3056532		0.15519387		-1.2757655	0.6650364	0.37175974
MB-1538	2.082642	14.7872925	-0.5775683	-0.1369936	0.15784055		1.8144667	0.024809878	-0.30051637	1.9438934
MB-1539		-0.5124937	-1.2300898	-2.169017	0.987097	-0.09818968	0.04954134	0.52424616	1.4420788	-1.2422243
MB-1540	4.0265293	1.1694012		1.1153071	0.5558595	-0.53923833	1.1230936		0.9808832	-0.64692074
MB-1541	3.2746327	-0.8519193	-2.3842182	1.5806296	-1.7543846	-1.0030518	-0.038116932		-0.7963424	
MB-1542	-1.8678727	-0.97669435	0.13064986			-0.09898138	0.86039454	0.009136769		1.4448129
MB-1543	2.4507835	-1.2344446		-0.359764	-0.8864526	0.7442085	0.564218	0.15899156	-0.14259738	-0.6926257
MB-1544	3.3232393		-1.8153139	-0.1872543		0.29919156	-0.3796099	2.0562844	-1.6692377	
MB-1545	-1.6599101	0.20106158	1.9530927	-1.5523293	0.29610243	-0.045581512	0.6171388	-0.13803637	0.6516449	0.41073865
MB-1546	-2.6954637	1.2933718	-2.096548	-1.0239321	2.339917	0.88328665	0.8438694	0.4470381	-0.22909145	0.5450309
MB-1547	1.7957139	0.6603205	-0.24013025	-1.9047694	3.190827	-0.767116	0.7844625	-0.4068847	-1.5310585	0.1442073
MB-1548	-1.3858395	-0.6528633	-0.33656788		0.707618	-0.1422909	-1.4468601		-0.032412246	0.85939246
MB-1549	0.6298965	-1.604765	-1.9595615	-1.2441237	0.19216584		-0.40803134			0.5026657
MB-1550	2.781509	0.41243222	-0.14799249	0.35460535		-1.387756	-0.67655975	2.0998447	-1.2652076	-2.204249
MB-1551	-1.9858744	-1.1552235	0.20674866	1.3724735		-0.7594475	-0.07715528	0.40401408	-0.83070666	-1.5611575
MB-1552	3.529465	-2.0372329	-0.9470724	0.4398645	0.8059852	0.4867801	-0.779104		1.5468633	-0.1641385
MB-1553	-0.66311115	-0.07130359	0.06410766		-0.07372851	-1.2217748	-2.0080085	-0.58809406	-0.8609351	0.70980763
MB-1554		0.6902114	30.458166		0.6553178	-1.9043158	-0.23036152	-0.04676179	-1.9783798	1.4042386
MB-1555		1.6543711	-1.0291166	0.6188573	-1.2261453	-0.82049954	0.84084207	-1.1073391		-0.14178933
MB-1556	1.6452752	0.6899686	0.18998682	-0.15056783	0.20206574	-1.1116083	-0.24399881	-0.39176384	-1.1593081	0.4106291
MB-1557	1.2234172	-0.23002191	-0.7649573	2.1659071	-1.1664711	1.3538293	-0.9243733	0.4996873	-1.0316526	0.37457693
MB-1558		-1.2001824	-2.521937	2.104024	1.1648679	-0.9597788	-0.01493351	-0.86152005	0.84362066	-1.377585
MB-1559	1.9856133	-0.30204195	-0.47226384	-0.6974615	1.7364235	1.0968392	-2.9350724	-0.17218114	-0.011514893	1.0952032
MB-1560	1.2931086	-0.34900033	0.01443404	-0.89701	-0.014101813	0.02474481		0.54771686	0.42226112	-0.28990906
MB-1561	-0.028136253		-1.1282122	1.4742298		1.0888796	-0.2381151	-0.35516173	-0.036443196	0.104685955
MB-1562	2.6775131	0.61916614	-1.8688167	0.057313446		1.0199084	0.75119734	-1.0289621	0.66670215	0.07108416
MB-1563	0.8819953	-1.4121158	-1.3331182	-0.14938623	-0.8707079	-0.30262417	-0.52653426	-0.33731028	-0.48496166	
MB-1564	0.5088377	1.3510234	-0.27239835	-1.7665375	-0.10488985	1.4652542	-0.5563275	-0.22832917	1.9187427	
MB-1565		1.828009	3.149875	0.6523329	0.31940472	-0.7175978	-1.0277249	0.34011963	0.50995344	-0.62263554
MB-1566	-0.052069426	0.9987079	1.573771	0.066427365		-1.1917185	-1.0681287	-1.5727316	0.6903633	0.3177273
MB-1567	3.0258923	0.8366451	0.685465	0.29944855	-0.21265313	-0.31255776	1.0248784	1.0276729		-1.2147832
MB-1568	2.2172537	0.5420203	1.8775991	-0.17266193	1.252929	-0.8195909	1.4658971	0.15694523	0.5027678	-0.9518339
MB-1569	3.2749364	0.57809806	-0.13167423	0.089931175	-0.3753816	-0.25656483	-0.36018252	1.0531939	0.118156955	-0.40837294
MB-1570	-3.2547655	-0.33431992	-1.1654537	1.2885641	-1.0793761		-1.7886691	1.192206	1.0761306	-0.16725242
MB-1571	1.4119242	1.0369756	-0.33110645	2.6316578	-0.53790706	-0.021739142	0.58209133	-1.9233568	-1.4378633	0.6185614
MB-1572		-0.03596168		-0.042521603	-0.9653128	0.35157362	-0.21850675	-0.57952625	-1.7119715	-1.6174428
MB-1573	-0.6210225	0.5254632	-2.3231592	-1.7007685			1.1128511	-0.47883192	-0.68210775	0.3453312
MB-1574	1.8844321	-1.7026247	-0.87232256	0.21695264	-1.0442574		-0.46502414	-1.0469692	-2.054494	-0.679838
MB-1575	3.100532	1.5597017		0.06645722	0.121784426	-2.8768194		0.8284656	-0.27257887	0.31684822
MB-1576	1.6055477	0.8719436	0.072304845	-0.21053517	0.49930888	-0.3594464	2.4129946	-0.35044283	0.33992234	-0.9139882
MB-1577	-1.4258575	0.34169182		0.20645605	-2.6027684	-0.48077744	0.52952343	0.32947826	-0.9876318	-0.5640305
MB-1578	3.8468156	1.2792324	-1.1713245	-0.30608946			-0.28159443	0.37395477	1.3185093	-1.5095071
MB-1579	-0.7238829	0.6937436	-1.1214893		-1.6043078	-1.9721928		-1.1320225	-0.42535844	1.193278
MB-1580	-1.4744673	-0.85142696	-0.5114665	-2.6277618	-0.23764141	0.7776032	-1.268376	-0.12086577	-1.20193	-0.017411761
MB-1581	3.3324358	-0.46019495	4.957718	-0.77979153	-1.2437068	0.18160312	-0.63415533	-0.027643412	-0.5234031	0.42726868
MB-1582	-1.4859394	1.1243359	1.2206852		0.20910336	2.4887917	-1.1984751	-0.8080114	-0.52245677	-0.5042033
MB-1583	3.2116504		0.9420161	0.9796285	-0.32389885	-0.6461715	-1.3008319	1.2169776	-5.3010473	
MB-1584	-1.545914	-0.5885531	-1.0340035	-1.1000183	-2.51299	-0.03390851	1.7442449	1.2719599	-1.2060094	0.819572
MB-1585	-0.58117366	-1.0441839	0.8535545	0.3512293	-0.20419207	0.1861753	1.2128944			
MB-1586	-3.2816796	0.5201696	1.0561764	0.035951983	-0.8096936	0.772028	-0.009118471	0.10357644		0.5842078
MB-1587	1.0081049	0.30655265	-0.2973802	-1.023198	-0.9520519	-0.07943321	-1.4475883	0.9483124	-9.725758	0.9027644
MB-1588	-2.102427	0.44645703	-0.28233433	-0.46988478	-0.34557226	-1.4987468		-0.7785527		
MB-1589	1.4903587	2.2186399	-0.82788706	1.1079377	0.9857695	0.3152212	-0.11685137	0.63614196	-0.1132823	-0.39198193
MB-1590	1.6455784	-1.0064157	-0.6933157	0.0652488	0.9791869		-0.8093551	-1.7607231	0.29071742	-2.586828
MB-1591	-2.1302233	1.080316	-2.1517148	1.4936107	-0.064435616	0.5965994		-0.29037988	-1.5181963	-0.44963074
MB-1592	1.0307894	0.4069845	-0.6726681	-0.4412276	0.8192934	0.8805842		1.2125938	-1.5906359	0.26024276
MB-1593	-3.8640342	-1.1163211	-1.3829982	-1.8966072	0.5321502	0.92533827	-0.31632084	0.4189874	-0.5956217	
MB-1594	2.1566184	3.268583	-0.56817555	-0.8348761	-0.6281321	0.27569556	-0.24731188	-0.5721197	-0.86295813	-0.5479188
MB-1595	1.1210063				0.5281716	0.36062023	0.8966053	2.1121643	1.6136543	0.64553887
MB-1596	-2.6536627	0.2973429	-0.5090187		-0.7536707	-0.6642351	-1.0465707	1.0448449	1.376646	-0.948546
MB-1597	2.9297519	-0.5715152	-1.4345706	1.2227929	-0.3856777	0.34888133	0.88975185	1.7076306	-1.0483129	-1.2393602
MB-1598	1.3677945	-0.3046245	1.7209983	0.8870094	-1.0097421	-1.0273352	0.22103061	-0.025539042	0.25410903	1.0899584
MB-1599		1.1087254	1.7355008	0.3526216	-0.40588233	-0.9771713	0.10326464	-0.7466938	-0.09516671	
MB-1600	0.09019852	-0.44067577	-0.1030356	0.4643909	1.5831095		0.24363653	0.37238878	-1.1898267	0.990928
MB-1601	1.6102021	0.56289643	-0.8429502	0.35605147	0.65795016	-0.7346335	-0.47720113	-2.003625	-1.1916245	-0.54357
MB-1602		-0.03733427	-0.50138056	-0.76987964	-0.2517519	-0.046952497	-0.24222533	-0.00075900275	1.5254508	
MB-1603	-1.1878116	-0.07157756	-0.3989664	0.798288	-0.4108587	-0.038845588	1.9533262	0.32884482	1.1891137	1.4787694
MB-1604		-1.9502805	-1.585295		0.22085246	1.5517632	-0.90979147	-1.3174721	-1.223589	2.2476015
MB-1605	1.526792	-0.6662478	-1.675368	-0.25526866	0.49233177	-0.6650507	-0.7997846	0.83142054	-0.22378425	0.6050709
MB-1606	2.5933313	0.1225918	-0.10103777	-3.0842867	-1.45461	2.580778	-0.08571947	-2.822098		-0.5087565
MB-1607	-1.1507468		4.434972	-0.35592917	0.773345		-1.2490413	-0.77785945		1.1244935
MB-1608	-22.557089	-0.48843616	-14.388535	0.4621555	1.1425337	-0.5842088	0.4276138		-0.07559191	0.6903008
MB-1609	2.1205804	-0.43895546	-0.23154053	-0.47671556	-0.46881485	1.3647017	1.3097534	0.02493121	1.4022219	0.5335517
MB-1610			0.2284838	-0.9419865	-0.68288213	-0.9262274	-0.06357915	-0.8527232	0.017838772	0.88736534
MB-1611	-0.7363087	-0.43919802	-0.3891193	-1.242432	-1.9863102	0.95165926	1.4430001	-0.8862573	-0.7803802	0.30225682
MB-1612	3.7413404	0.7562354	-1.0844064	-0.9416066	-0.07775475	3.2577555	0.5866614	0.7344194	-0.7175423	-0.46149492
MB-1613	1.6369041		0.09060413	-0.4960619	1.7097987	1.232451	0.78402674	0.38442326	0.15327159	
MB-1614	3.3514261	-0.09252977	-0.6101816	-4.1890078	-0.05759619	1.6397349	-0.7071314	0.098999694	-0.5084113	-1.4522432
MB-1615	-0.71859896	0.7233898	3.3037708	-0.22019874	0.5396039	2.0842192	-0.24674377	-1.0776328	0.2597707	-0.10133225
MB-1616	0.853065		-1.6297544	0.75064814	-0.33035666	-0.9280996	-1.2339845	-0.27658498	1.8107564	-1.0808799
MB-1617		0.72318274	0.51432514	-0.84599274	-0.82906836		0.50976133	-0.51238185	0.48369917	0.45449716
MB-1618	3.5270567	-1.4554762	-1.2854223	-0.036515173	0.59305286	0.22127603	1.0521542	-1.6282644	1.5388665	0.61104006
MB-1619	2.6071594	0.41120562	-1.0225501	-2.8871253	-0.20287286		2.4188995	1.6016376	-1.6865181	-1.7370936
MB-1620	1.2963253	-0.68684685	-2.7374587		1.1208363	-0.53485173	1.6256667	-0.44054458	1.9672339	
MB-1621	-2.615396	-1.7917184	0.6346005	0.9490644	-0.46855843	0.10771092	-0.4088796	0.61495274	0.4508712	2.213898
MB-1622	1.1594889	2.1005032	-0.52700657	-1.1406687	-0.9843129	0.2166213	-1.0131109	0.37446684	1.1714209	0.045780454
MB-1623	-0.21923244	1.0897018	-1.2011678		0.6831949	-2.193526			-2.2667923	0.78157234
MB-1624	-2.9835026		2.0862477	0.2301006	1.5401722	-1.195164	0.9772553	-0.25904357	0.26746374	-0.3008981
MB-1625	-1.5405213	-0.11219264	2.59197	0.8025322	0.3785798	0.95248	-0.7272152	-0.69964236	-0.0003812914	0.72130305
MB-1626	3.1428423	0.8172241	-0.58539075	-0.28044167	0.6650685	1.1009223	-0.046374675	1.1905906	-0.049091253	0.12310926
MB-1627	3.7055426	-1.4580674	1.0678906	-0.47590324	0.7247549	0.024164725	-0.10851495	0.77184737	-1.0976017	0.6859361
MB-1628	2.7381744	-1.8801191		0.65080684	1.2161587	1.1070858	1.3958187		-1.4629183	
MB-1629	0.23032427	-0.892241	0.48621595		0.9640506	-1.4725474	-1.01179	0.71772474	-0.37764966	0.57206607
MB-1630	2.2053359	0.9783547	-2.109449	-1.2936307	2.3377264	0.3859024		1.7291254	0.8126309	0.57573307
MB-1631	3.4316676	-1.3002533	-0.08531755	-1.300083	-0.108773924	-0.37759647		0.056240138	-0.31183547	0.6071624
MB-1632	-2.0059223	1.1321483	-0.13803926	0.47760084	-0.24017966	0.22833456	-0.64785296	1.9596739		-0.3262511
MB-1633	-1.3435694	0.6985972	4.1508174	-0.295909	0.8615096	-0.03276475	-0.6508572	0.24702848	1.0928988	-0.095015146
MB-1634	2.6219308	1.5117373		0.47207993	0.6553914	-2.748509	-0.46335742	0.17413169	0.21890831	-1.3850592
MB-1635	-0.92737705	-0.817177		-1.9840868	-0.25769514	0.08570298	-1.6314015	0.79695654	0.33046225	-0.61254036
MB-1636	1.0343617	0.4479238	-1.5399898	1.4123169	-0.16339475	-0.5714956	0.23460321	-0.5720456	0.4960249	0.08326895
MB-1637	2.9780962	0.9533212	-1.9684983	0.17188534		0.8837867	0.15592997	-0.6980451	0.47671342	-0.18801151
MB-1638	3.3057718		0.8966329		0.6659264	0.7374148	-0.7059064	1.0795618	-1.2125664	0.38899344
MB-1639	3.0446029		0.32242996	-0.11745454	-0.60602504	-0.50376105	1.031592		5.8755903	
MB-1640	3.1458778	-0.618121		0.9574036	0.84040487	0.25508854	-2.1360526	-0.049556397	0.10953817	-0.11064449
MB-1641	1.6359617	0.76551473	-1.4257182	-0.2811611		-0.6258834	-0.6723152	2.6377509	0.32605198	0.5974716
MB-1642	-0.46365964	0.8815247	0.12907839	-0.377987	-0.81867695	-0.19199345			-0.3971213	-0.1816763
MB-1643	3.6899695	1.4456223	-1.8303342	-1.2419468	-0.27980942	-0.10274126	-1.2446808	-0.41613916	0.494146	-1.0088567
MB-1644	3.4861395	-0.38942528	0.80788493	-2.159169	0.15831119	-0.93450904	0.3786609	-0.9413468		-0.6347541
MB-1645	1.9780594	-1.3612932	-0.47050405	0.7642051	1.3056508	-0.38871956	0.09145767	-0.011574478	-1.9183433	-0.5911544
MB-1646			-1.0144846	0.6532297	0.63361615	0.60332435	-0.0895492	0.33548254	1.8272433	-0.9156487
MB-1647	3.6791677	0.033584014	-1.9468305	-1.0772475	-0.8608187	-1.3398651	0.8730579	-1.470376	0.8153372	-1.8087485
MB-1648	3.290707	-1.2144995	-0.0941599		0.92069095	0.5157764	1.5901674	0.79394984	0.49314833	1.3920562
MB-1649	-0.9525921	-1.6119838	2.0674396		-1.2822778	0.699056	0.29365814	1.5289017	0.35138237	-1.9335222
MB-1650	-0.39433658	-0.9176546		0.9946559	0.08269534	-1.3755906	-0.025213158	1.3723248	-0.76720935	-0.15220635
MB-1651	1.8912317	0.4804285	-0.1110895	1.5525352	-0.4419816	0.66488546	-0.12224909	-0.5762387	-0.93487144	-0.77066237
MB-1652	-6.4211297	-1.2326533	0.078719854	-0.45508033	1.3726357	-0.17142332	0.91616696	-2.170849	-0.21888699	0.63292986
MB-1653		-1.7151127	-1.7141075	-0.67276007	-1.4675686	-1.8659571	-0.09020013	0.8296153	-0.16169235	-0.8894554
MB-1654		0.36356655		0.45008895	-1.4069163	0.23786229	1.6992432	-0.8139377	0.28622165	-0.0837944
MB-1655	-2.7308521	0.48601222		1.1033558	0.4410052	2.1784337	0.36520112	-0.70559806	-0.2809092	0.19575083
MB-1656	-1.3713076	1.7455701	1.5257287	-0.33879507	-0.34377697	-1.0333935	1.1791854	-1.7674812	0.16265024	2.1340694
MB-1657	4.26534		-1.4296492	-0.7113705		-0.5835487	0.15161891	-1.1041605	0.8813329	1.0865959
MB-1658		0.86070836	1.262075	2.1164122	1.2084726	0.5142094	-0.047038864	-0.72186756	0.18821898	1.5327698
MB-1659	2.9621086	2.255709	-0.6451622	0.0011207684	0.0014775445	-1.1416308	1.2394778	1.135068	-1.1199406	-0.76172
MB-1660	4.9276705	1.8021531		-0.8820946	-1.0058497	0.48294365	-1.5021838	-1.1652036	0.655843	0.36366153
MB-1661	3.4799974	-0.9119507	0.26692218	0.5686506		-0.34120837	-0.083886795	-0.7709788	-0.29093075	1.4216893
MB-1662	1.9809215	-1.9355302		1.381458	0.21362045	0.13486332	0.98519146	-1.4548211	1.3699074	-0.32452697
MB-1663	1.7893546	1.3334576	-1.4997967	2.5892258	2.5343223	0.6390017	-1.7939292		-1.1071063	0.082015984
MB-1664	1.9737732	1.6098422	-0.49819434	1.1614113	-0.47235075		-0.25109687	0.44797873	0.7048321	0.27703753
MB-1665	2.9956076	0.735977	4.050076	-1.4417502	-0.47376838	-0.6239986	0.6322495	2.1884305	1.8979445	-1.7058659
MB-1666	2.1036856	-0.94100696	0.8227607		1.1750859		-1.3335133	-0.30169013		-0.74334306
MB-1667		1.909096	0.75050426	-0.64082223	-0.48020846	-0.06621978	-0.5123698	0.37088823	-0.058703028	
MB-1668	1.575166	1.097205	-2.2300186	0.014583848	-0.50975615	0.11030739	-1.2083251	0.9872384	1.1825993	1.3720653
MB-1669	2.7757747	1.7555171	-0.52514714	1.2338047	-0.7617252	-0.32990044	-0.90482616	-0.03875728	0.024244213	-0.36114624
MB-1670	3.0144973	-0.29647848	-1.0688219	-1.0991173	-0.22401576	-0.36137673	1.3942308	2.3310578		0.7473035
MB-1671	-1.1870153	-0.2595915	0.08226687	-0.32409385	-1.0273793	0.8525278	1.9022022	-0.5504875		1.3796399
MB-1672	4.497616	-0.39649504	2.9235806	0.7442057	-1.197215		-0.13663696	0.084513016	-0.19090869	-0.79246104
MB-1673	-0.9243827	-0.44295138	-0.05917135	1.3919755	1.1524832		0.84760207	-1.9295262	-0.8195392	-0.8656976
MB-1674		-1.0912018	0.7023225	-1.3278775	-0.5732029	-2.4540129		-1.2162665	0.9683326	1.1026415
MB-1675	2.522179	-0.2971647	-1.3691064	1.2554622	1.4666294	-1.4622241	0.4922607	-1.0167507		-0.60913056
MB-1676	2.5337322	0.6318614	-0.19057342	-0.2988392		0.20499367	-0.31296873	0.23796988	2.0446603	0.8857491
MB-1677	2.1506062	-0.49790207	-0.07446775	0.03658176	0.659778	2.1584702	-0.38871005	0.21981649	-1.0103859	-1.8605736
MB-1678		-0.7734903		-0.013024922	0.721856	-0.59985805	0.117812976	0.096615314	11.883497	0.31552953
MB-1679	-1.8329564	1.6848731	0.86732376	0.21757084	-0.33359265		1.204825	-0.08143409	0.17327109	0.61036044
MB-1680	3.3357768	-0.62243384	-0.9879936	0.3319378	-0.91567445	-0.5100096	0.78412515	0.53880143	0.37500465	0.52369356
MB-1681	1.7828026	1.6294478	-1.6147343	0.25526705	-0.04710162	0.19773236	-1.0284635	1.4506136	0.41579452	0.9511776
MB-1682	0.4977355	1.1086979	-1.2702472	-0.6577453	-2.4431343	-0.2496455		-0.66465163	0.17108609	0.15909533
MB-1683	41.861195		-0.14045265	-0.045997404	-0.4503705		3.314469	-1.9905435	0.96102625	0.6188785
MB-1684	3.5656557	0.59924465	-0.110049784	-0.28012174	17.849237	-0.91361	-1.2782111	-1.4492079	-0.108389385	-2.2666903
MB-1685	1.6428567	-1.9128857	0.046037376	0.18186912	0.49645662	-0.93979853		-1.0291352	1.6097801	-0.8255443
MB-1686	-0.21209228	-0.6245366	2.0835629	1.90213	-1.2698512	-0.9240505	0.76989985		0.11801431	
MB-1687	2.6850178	1.3184116	-1.0427464	-1.3636211	0.8852638	0.7053395	0.9866457		1.0809424	-1.3723674
MB-1688		-0.40050915	0.52727675	-0.84265316	-0.3281282	-2.1051614	1.5980687	-0.109067604	1.1372461	0.45232683
MB-1689	3.4844136	-0.40969148	-0.35505176	0.5233585	-1.395875	0.3170273	0.17936133	1.0095937	0.004036908	-0.8581045
MB-1690	-1.5333312	0.08898558			-0.0327193	2.2085562	-0.83983564	0.66977954	-1.3804199	-0.83369964
MB-1691	1.9718733	1.7016308	-0.9447094	-0.48605487		1.1199796	1.8521304	-0.1603369	-0.012826026	-0.95643103
MB-1692	0.1375382	1.0067478	4.865192	1.6064217	0.9380747		-0.16468163	0.21600166	-0.044299614	1.217093
MB-1693	5.00562	-0.52394205	1.1493465	2.3089144		0.253038	-0.6773243	0.09455089	1.1633289	0.2258135
MB-1694	-0.39540303	0.6387362	2.9880917	-1.7545031	0.16417849	-0.4807529	-1.0463481	-0.7367911	-0.6142487	0.12078672
MB-1695	-0.8405065	2.4215503	-1.4348514	0.4254669	-1.3538415	-4.0847325	-0.1813862	-1.293022		-0.38214806
MB-1696	2.766647	0.07407939	-1.4682869	1.0248281	0.8535316	-0.6790679	3.8311303	0.57993096	-0.6343375	-0.4728181
MB-1697	-2.772996	0.6070214	3.8998754		0.18606938	1.2396823	0.24918994	0.09132856	-1.2893366	-1.3914813
MB-1698	-1.3750367	-0.9701547	-1.5155193	-1.1948556	0.09780195	0.20115629	0.1502058	-1.03638		-1.8699343
MB-1699	2.6374772	-0.32541645	-1.5994728		-1.6322062	0.2330996	0.36335534	0.14047804	-0.5497298	-0.75286883
MB-1700	2.9453201	1.529779	0.41606134		0.28213888	-0.5619694	-0.42235678	1.5282677	0.116777256	-0.32548767
MB-1701	-1.9645975	-0.2719033	-1.172438	-1.6172699	0.10417275	0.87415534	-1.1719948	0.60679966	0.39770564	-0.41869846
MB-1702	3.0488052	-1.7515167	1.4389555	-0.57119465	-0.46972308	-0.8397675	-0.12904508	0.71275043	0.4622858	0.27635023
MB-1703	-0.81389034	-0.398386	-0.96765125	0.23616433	-1.7965916	0.7685578	0.40246856	-0.78720623	-0.89091593	-0.14221087
MB-1704	3.1542127	-2.231215	-0.46802452	-1.4990146			0.9542855	-0.05077048	-1.5750289	-2.615132
MB-1705		0.1372604	-0.28545895	0.053152848	-1.1531003	-0.2698541	0.7059083	0.6309248	-1.3749712	-0.09706894
MB-1706	2.8797576	-0.73749065	-0.5859316	-0.18123937		-0.22311445	-13.204703	1.2885356	1.2518517	-0.51188785
MB-1707	3.78718	-1.5344397	0.6091541	2.4577448	0.3372082		0.071958855	-1.0263145	1.5089161	0.015887558
MB-1708		1.0327494	-1.2819412	-1.1046792		0.61508024	0.2729305	-0.6137576	0.9103697	-0.15751496
MB-1709	1.1767293	0.86882037	2.0809953		1.4422162	-0.5643257	0.003954042	-0.23456831	0.2605579	-0.09477344
MB-1710	3.1637158	-1.0090774	0.47590303	0.3811705	-1.1655183	0.3735677	-1.4527943	2.2962558	-3.5966086	-0.39467317
MB-1711	-1.6498784	-1.2120311	0.6079385	-0.20497626	-0.86860967	0.23552486	-0.4160282	-0.18086559	0.74144495	0.38332492
MB-1712	1.5220551	-0.4666131	-0.46233112	0.6273815	0.033902332	-1.0015745	-0.7501366	-0.30380428	-0.16925411	1.4674442
MB-1713	1.1489279	1.0339792	-6.6367445	-0.6032114	0.012983395	1.8734611	0.8804049	-1.6333575		
MB-1714	-1.6034949	0.17158353	-1.1267233	-0.8795702		-0.94316596		0.23910668	-1.5262021	-0.4268934
MB-1715	1.4819157	-0.6354976	-0.737234	1.1352581	-0.011048685	-0.34041038	0.15667672	1.3883835	-1.1212898	-0.38868186
